description,site,sku
"## SHN2665

Щеткодержатель стартера

![Щеткодержатель стартера
SHN2665](https://cdn3.voltag.ru/17/5f/36b29d20a1d8b9674502ee47ea40.jpg)

![Щеткодержатель стартера
SHN2665](https://cdn2.voltag.ru/a0/7f/0139fb133ca786f933c525109025.jpg)

**od:**|

57.5

mm  
---|---  
**id:**|

12

mm  
**wb:**|  8 mm  
**hb:**|  17 mm  
**mt:**|  plastic  
**bq:**|  4 pcs  
**lb:**|  29 mm  
  
CG 237540  
---  
CG 332665  
IKA 776061  
KR SHN2665KS  
KR SHN2665MG  
ND 1280996312  
SUB 23337AA160  
TO 2813028040  
  
2280009901, 23300AA480, 4280000150, 4280000151, 4280000152, 4280003040,
4280003090, 4280005871, SHN8040BL, STN0670YN, STN0670ZD, STN1363BL, STN1363RN,
STN1363WA, STN1363XY

TOYOTA Avensis 2.0 VVT-i M20 2001- // TOYOTA RAV 4 III 2.0 VVT-i 4WD XA3 2006-
// TOYOTA Camry 3.0 V6 2001- // LEXUS RX300 II 3.3 V6 2003-

",voltag.ru,69-8213
